Id_article;Id_obs;Authors;Title;DOI;Year_of_publication;Experiment_period;Experiment_year;Country;Continent;Study_site;Latitude;Longitude;Geocoordinates;Climate_zone;Soil_type_WRB_USDA;Soil_texture;Soil_pH;Greenhouse;Organic_ferti;Mineral_ferti;Nitrogen_rate;Fert;Herbicide;Insecticide;Fungicide;Pesticide;Irrigation;Intercropping_design;Intercropping_pattern;AF;Additional_factor;Crop_1_Common_Name;Crop_1_Scientific_Name;Crop_1_Variety;Crop_2_Common_Name;Crop_2_Scientific_Name;Crop_2_Variety;Comb_dur;Comb_gf;Comb_Nf;Comb_met;C1_yield_sole;C1_yield_intercrop;C2_yield_sole;C2_yield_intercropped;Yield_total_intercropping_calc;Yield_unit;Yield_measure;Data_location;LER_crop1;LER_crop2;LER_tot;LER_crop_1_calc;LER_crop_2_calc;LER_tot_calc
35;235;Chabi-Olaye, Adenirin and Nolte, Christian and Schulthess, Fritz and Borgemeister, Christian;Relationships of soil fertility and stem borers damage to yield in maize-based cropping system in cameroon;10.1080/00379271.2006.10697481;2006;2004;2004;Cameroon;Sub-Saharan Africa;Nkometou;4.0833333;11.55;Exact;Aw;NA;NA;5.6;no;NA;NA;NA;NA;no;no;no;no;NA;Replacement;Mixed;no;Maize/cassava after mucuna;Maize;Zea mays L.;NA;Cassava;Manihot esculenta Crantz;NA;an-per;no-no;no-no;c4-c3;3.483;1.68;NA;NA;NA;t/ha;Grain dry matter;Table 6;NA;NA;NA;0.48;NA;NA
35;236;Chabi-Olaye, Adenirin and Nolte, Christian and Schulthess, Fritz and Borgemeister, Christian;Relationships of soil fertility and stem borers damage to yield in maize-based cropping system in cameroon;10.1080/00379271.2006.10697481;2006;2004;2004;Cameroon;Sub-Saharan Africa;Nkometou;4.0833333;11.55;Exact;Aw;NA;NA;5.6;no;NA;NA;NA;NA;no;yes;no;yes;NA;Replacement;Mixed;no;NA;Maize;Zea mays L.;NA;Cassava;Manihot esculenta Crantz;NA;an-per;no-no;no-no;c4-c3;4.882;1.911;NA;16.279;18.19;t/ha;Grain dry matter;Table 6;NA;NA;NA;0.39;NA;NA
35;237;Chabi-Olaye, Adenirin and Nolte, Christian and Schulthess, Fritz and Borgemeister, Christian;Relationships of soil fertility and stem borers damage to yield in maize-based cropping system in cameroon;10.1080/00379271.2006.10697481;2006;2004;2004;Cameroon;Sub-Saharan Africa;Nkometou;4.0833333;11.55;Exact;Aw;NA;NA;5.6;no;NA;NA;NA;NA;no;yes;no;yes;NA;Replacement;Mixed;no;Maize/cassava+N;Maize;Zea mays L.;NA;Cassava;Manihot esculenta Crantz;NA;an-per;no-no;no-no;c4-c3;4.882;2.25;NA;19.858;22.108;t/ha;Grain dry matter;Table 6;NA;NA;NA;0.46;NA;NA
35;238;Chabi-Olaye, Adenirin and Nolte, Christian and Schulthess, Fritz and Borgemeister, Christian;Relationships of soil fertility and stem borers damage to yield in maize-based cropping system in cameroon;10.1080/00379271.2006.10697481;2006;2004;2004;Cameroon;Sub-Saharan Africa;Nkometou;4.0833333;11.55;Exact;Aw;NA;NA;5.6;no;NA;NA;NA;NA;no;yes;no;yes;NA;Replacement;Mixed;no;Maize/cassava after mucuna;Maize;Zea mays L.;NA;Cassava;Manihot esculenta Crantz;NA;an-per;no-no;no-no;c4-c3;3.539;1.731;NA;NA;NA;t/ha;Grain dry matter;Table 6;NA;NA;NA;0.49;NA;NA
36;239;Chaudhari, D. T. and Vekariye, P. D. and Vora, V. D. and Talpada, M. M. and Sutaria, G. S.;Enhancing productivity of groundnut based intercropping systems under rainfed conditions of Gujarat;10.18805/lr.v0i0.7849;2017;2011-2012;2011-2012;India;South Asia;Instructional Farm, Department of Agronomy, Junagadh Agricultural University, Junagadh, India;21.505931;70.449494;Exact;BSh;NA;Clay (C);7.8;NA;NA;yes;13.33;yes;NA;NA;NA;NA;NA;Replacement;Strip;no;NA;Groundnut;Apios americana Medik.;NA;Black gram;Vigna mungo (L.) Hepper;NA;per-an;no-no;yes-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 3;NA;NA;1.04;NA;NA;NA
36;240;Chaudhari, D. T. and Vekariye, P. D. and Vora, V. D. and Talpada, M. M. and Sutaria, G. S.;Enhancing productivity of groundnut based intercropping systems under rainfed conditions of Gujarat;10.18805/lr.v0i0.7849;2017;2011-2012;2011-2012;India;South Asia;Instructional Farm, Department of Agronomy, Junagadh Agricultural University, Junagadh, India;21.505931;70.449494;Exact;BSh;NA;Clay (C);7.8;NA;NA;yes;34.99;yes;NA;NA;NA;NA;NA;Replacement;Strip;no;NA;Groundnut;Apios americana Medik.;NA;Pearl millet;Pennisetum glaucum (L.) R. Br.;NA;per-an;no-no;yes-no;c3-c4;NA;NA;NA;NA;NA;NA;NA;Table 3;NA;NA;1.02;NA;NA;NA
36;241;Chaudhari, D. T. and Vekariye, P. D. and Vora, V. D. and Talpada, M. M. and Sutaria, G. S.;Enhancing productivity of groundnut based intercropping systems under rainfed conditions of Gujarat;10.18805/lr.v0i0.7849;2017;2011-2012;2011-2012;India;South Asia;Instructional Farm, Department of Agronomy, Junagadh Agricultural University, Junagadh, India;21.505931;70.449494;Exact;BSh;NA;Clay (C);7.8;NA;NA;yes;20.83;yes;NA;NA;NA;NA;NA;Replacement;Strip;no;NA;Groundnut;Apios americana Medik.;NA;Pigeon pea;Cajanus cajan L. Millsp.;NA;per-per;no-no;yes-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 3;NA;NA;1.45;NA;NA;NA
37;242;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2016-2018;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;7.03;no;yes;no;Unclear;yes;no;no;no;no;yes;NA;Strip;no;2:2;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.71;NA;NA;NA
37;243;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2016-2018;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;NA;Strip;no;3:3;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.6;NA;NA;NA
37;244;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2016-2018;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;NA;Strip;no;4:4;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.64;NA;NA;NA
37;245;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2017;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;40;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.34;NA;NA;NA
37;246;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2017;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;60;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.5;NA;NA;NA
37;247;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2017;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;80;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.53;NA;NA;NA
37;248;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2017;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;100;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.55;NA;NA;NA
37;249;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2018;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;40;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.84;NA;NA;NA
37;250;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2018;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;60;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.86;NA;NA;NA
37;251;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2018;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;80;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.88;NA;NA;NA
37;252;Chaves, Aridenia Peixoto and Neto, Francisco Bezerra and Silva Lima, Jailma Suerda and Silva, Josimar Nogueora and Santos, Elizangela Cabral and Costa Nunes, Renato Leandro and da Silva Lino, Vitor Abel;Bio-agroeconomic returns in beet-cowpea intercropping by optimization of population densities and spatial arrangements;10.4025/actasciagron.v44i1.55146;2022;2016-2017;2018;Brazil;Latin America & Caribbean;Fernandes experimental farm of the Universidade Federal Rural do Semi-Árido (UFERSA), Mossoró, Rio Grande do Norte State;-5.1833333;-37.3333333333333;Exact;As;NA;NA;NA;no;yes;no;Unclear;yes;no;no;no;no;yes;Replacement;Strip;no;100;Beet;Beta vulgaris L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 4;NA;NA;1.72;NA;NA;NA
38;253;Choudhary, S.K., Singh, R.N., Singh, R.K., Upadhyay, P.K.;Yield and nutrient uptake of winter maize (Zea mays) with vegetable intercropping;ISSN : 0975-2315;2014;2010-2011;2010-2011;India;South Asia;Agriculture Research Farm, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi.;25.2642222;82.9925833333333;Estimated;Csa;NA;Sandy loam (SL);7.6;no;no;yes;150;yes;NA;NA;NA;NA;NA;NA;Row;no;NA;Maize;Zea mays L.;NA;Radish;Raphanus sativus L.;NA;an-an;no-no;no-no;c4-c3;67.37;51.2;275.79;168.53;219.73;q/ha;Grain yield;Table 1;0.76;0.611;1.371;0.76;0.61;1.37
38;254;Choudhary, S.K., Singh, R.N., Singh, R.K., Upadhyay, P.K.;Yield and nutrient uptake of winter maize (Zea mays) with vegetable intercropping;ISSN : 0975-2315;2014;2010-2011;2010-2011;India;South Asia;Agriculture Research Farm, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi.;25.2642222;82.9925833333333;Estimated;Csa;NA;Sandy loam (SL);7.6;no;no;yes;150;yes;NA;NA;NA;NA;NA;NA;Row;no;NA;Maize;Zea mays L.;NA;Spinach;Spinacia oleracea L.;NA;an-an;no-no;no-no;c4-c3;67.37;65.41;124.35;73.45;138.86;q/ha;Grain yield;Table 1;0.971;0.591;1.562;0.97;0.59;1.56
38;255;Choudhary, S.K., Singh, R.N., Singh, R.K., Upadhyay, P.K.;Yield and nutrient uptake of winter maize (Zea mays) with vegetable intercropping;ISSN : 0975-2315;2014;2010-2011;2010-2011;India;South Asia;Agriculture Research Farm, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi.;25.2642222;82.9925833333333;Estimated;Csa;NA;Sandy loam (SL);7.6;no;no;yes;150;yes;NA;NA;NA;NA;NA;NA;Row;no;NA;Maize;Zea mays L.;NA;Carrot;Daucus carota L.;sativus Hoffm.;an-an;no-no;no-no;c4-c3;67.37;57.94;297.7;168.53;226.47;q/ha;Grain yield;Table 1;0.86;0.566;1.426;0.86;0.57;1.43
38;256;Choudhary, S.K., Singh, R.N., Singh, R.K., Upadhyay, P.K.;Yield and nutrient uptake of winter maize (Zea mays) with vegetable intercropping;ISSN : 0975-2315;2014;2010-2011;2010-2011;India;South Asia;Agriculture Research Farm, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi.;25.2642222;82.9925833333333;Estimated;Csa;NA;Sandy loam (SL);7.6;no;no;yes;150;yes;NA;NA;NA;NA;NA;NA;Strip;no;NA;Maize;Zea mays L.;NA;Carrot;Daucus carota L.;sativus Hoffm.;an-an;no-no;no-no;c4-c3;69.99;63.21;297.7;175.4;238.61;q/ha;Grain yield;Table 1;0.903;0.589;1.492;0.9;0.59;1.49
38;257;Choudhary, S.K., Singh, R.N., Singh, R.K., Upadhyay, P.K.;Yield and nutrient uptake of winter maize (Zea mays) with vegetable intercropping;ISSN : 0975-2315;2014;2010-2011;2010-2011;India;South Asia;Agriculture Research Farm, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi.;25.2642222;82.9925833333333;Estimated;Csa;NA;Sandy loam (SL);7.6;no;no;yes;150;yes;NA;NA;NA;NA;NA;NA;Strip;no;NA;Maize;Zea mays L.;NA;Radish;Raphanus sativus L.;NA;an-an;no-no;no-no;c4-c3;69.99;56.58;275.79;172.71;229.29;q/ha;Grain yield;Table 1;0.808;0.626;1.435;0.81;0.63;1.43
38;258;Choudhary, S.K., Singh, R.N., Singh, R.K., Upadhyay, P.K.;Yield and nutrient uptake of winter maize (Zea mays) with vegetable intercropping;ISSN : 0975-2315;2014;2010-2011;2010-2011;India;South Asia;Agriculture Research Farm, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi.;25.2642222;82.9925833333333;Estimated;Csa;NA;Sandy loam (SL);7.6;no;no;yes;150;yes;NA;NA;NA;NA;NA;NA;Strip;no;NA;Maize;Zea mays L.;NA;Spinach;Spinacia oleracea L.;NA;an-an;no-no;no-no;c4-c3;69.99;67.26;124.35;78.36;145.62;q/ha;Grain yield;Table 1;0.961;0.63;1.591;0.96;0.63;1.59
39;259;Choudhary, V. K. and Dixit, Anil and Chauhan, Bhagirath S.;Resource-use maximisation through legume intercropping with maize in the eastern Himalayan region of India;10.1071/CP15233;2016;2010-2011;2010-2011;India;South Asia;Research Farm of the Indian Council of Agricultural Research, Research Complex for North East Hilly Region, Basar;28.5833333;95.2666666666666;Exact;Cwb;NA;NA;5.3;no;yes;yes;NA;yes;no;yes;yes;yes;no;Additive;Row;no;row 1:1;Maize;Zea mays L.;NA;Peanut;Arachis hypogaea L.;NA;an-an;no-no;no-yes;c4-c3;3998.4;3515.8;1525.9;359.7;3875.5;kg/ha;Grain yield;Table 3;NA;NA;1.12;0.88;0.24;1.12
39;260;Choudhary, V. K. and Dixit, Anil and Chauhan, Bhagirath S.;Resource-use maximisation through legume intercropping with maize in the eastern Himalayan region of India;10.1071/CP15233;2016;2010-2011;2010-2011;India;South Asia;Research Farm of the Indian Council of Agricultural Research, Research Complex for North East Hilly Region, Basar;28.5833333;95.2666666666666;Exact;Cwb;NA;NA;5.3;no;yes;yes;NA;yes;no;yes;yes;yes;no;Additive;Strip;no;row 1:2;Maize;Zea mays L.;NA;Peanut;Arachis hypogaea L.;NA;an-an;no-no;no-yes;c4-c3;3998.4;3744.5;1525.9;667.5;4412;kg/ha;Grain yield;Table 3;NA;NA;1.38;0.94;0.44;1.37
39;261;Choudhary, V. K. and Dixit, Anil and Chauhan, Bhagirath S.;Resource-use maximisation through legume intercropping with maize in the eastern Himalayan region of India;10.1071/CP15233;2016;2010-2011;2010-2011;India;South Asia;Research Farm of the Indian Council of Agricultural Research, Research Complex for North East Hilly Region, Basar;28.5833333;95.2666666666666;Exact;Cwb;NA;NA;5.3;no;yes;yes;NA;yes;no;yes;yes;yes;no;Additive;Strip;no;row 1:5;Maize;Zea mays L.;NA;Peanut;Arachis hypogaea L.;NA;an-an;no-no;no-yes;c4-c3;3998.4;2300.5;1525.9;1306;3606.5;kg/ha;Grain yield;Table 3;NA;NA;1.43;0.58;0.86;1.43
40;262;Choudhary, Vijay Kumar and Dixit, Anil and Kumar, Paramasivam Suresh and Singh Chauhan, Bhagirath;Productivity, weed dynamics, nutrient mining, and monetary advantage of maize-legume intercropping in the eastern himalayan region of india;10.1626/pps.17.342;2014;2009-2010;2009;India;South Asia;Experimental farm of the Indian Council of Agricultural Research, Research Complex for North Eastern Hilly Region, Basar, West Siang, Arunachal, Pradesh;28.5833333;95.2666666666666;Exact;Cwb;NA;Silty loam (SIL);5.3;no;NA;yes;65;yes;NA;NA;NA;NA;NA;Additive;Row;no;1M:1CP;Maize;Zea mays L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c4-c3;4468;4285;5239;1356;5641;kg/ha;Grain yield;Table 1;NA;NA;1.22;0.96;0.26;1.22
40;263;Choudhary, Vijay Kumar and Dixit, Anil and Kumar, Paramasivam Suresh and Singh Chauhan, Bhagirath;Productivity, weed dynamics, nutrient mining, and monetary advantage of maize-legume intercropping in the eastern himalayan region of india;10.1626/pps.17.342;2014;2009-2011;2009;India;South Asia;Experimental farm of the Indian Council of Agricultural Research, Research Complex for North Eastern Hilly Region, Basar, West Siang, Arunachal, Pradesh;28.5833333;95.2666666666666;Exact;Cwb;NA;Silty loam (SIL);5.3;no;NA;yes;65;yes;NA;NA;NA;NA;NA;Additive;Strip;no;1M:2CP;Maize;Zea mays L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c4-c3;4468;4170;5239;2110;6280;kg/ha;Grain yield;Table 1;NA;NA;1.34;0.93;0.4;1.34
40;264;Choudhary, Vijay Kumar and Dixit, Anil and Kumar, Paramasivam Suresh and Singh Chauhan, Bhagirath;Productivity, weed dynamics, nutrient mining, and monetary advantage of maize-legume intercropping in the eastern himalayan region of india;10.1626/pps.17.342;2014;2009-2012;2009;India;South Asia;Experimental farm of the Indian Council of Agricultural Research, Research Complex for North Eastern Hilly Region, Basar, West Siang, Arunachal, Pradesh;28.5833333;95.2666666666666;Exact;Cwb;NA;Silty loam (SIL);5.3;no;NA;yes;65;yes;NA;NA;NA;NA;NA;Replacement;Strip;no;1M:5CP;Maize;Zea mays L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c4-c3;4468;2252;5239;4358;6610;kg/ha;Grain yield;Table 1;NA;NA;1.34;0.5;0.83;1.34
40;265;Choudhary, Vijay Kumar and Dixit, Anil and Kumar, Paramasivam Suresh and Singh Chauhan, Bhagirath;Productivity, weed dynamics, nutrient mining, and monetary advantage of maize-legume intercropping in the eastern himalayan region of india;10.1626/pps.17.342;2014;2009-2013;2009;India;South Asia;Experimental farm of the Indian Council of Agricultural Research, Research Complex for North Eastern Hilly Region, Basar, West Siang, Arunachal, Pradesh;28.5833333;95.2666666666666;Exact;Cwb;NA;Silty loam (SIL);5.3;no;NA;yes;102.5;yes;NA;NA;NA;NA;NA;Additive;Row;no;1M:1FB;Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;4468;4115;4520;1156;5271;kg/ha;Grain yield;Table 1;NA;NA;1.18;0.92;0.26;1.18
40;266;Choudhary, Vijay Kumar and Dixit, Anil and Kumar, Paramasivam Suresh and Singh Chauhan, Bhagirath;Productivity, weed dynamics, nutrient mining, and monetary advantage of maize-legume intercropping in the eastern himalayan region of india;10.1626/pps.17.342;2014;2009-2014;2009;India;South Asia;Experimental farm of the Indian Council of Agricultural Research, Research Complex for North Eastern Hilly Region, Basar, West Siang, Arunachal, Pradesh;28.5833333;95.2666666666666;Exact;Cwb;NA;Silty loam (SIL);5.3;no;NA;yes;102.5;yes;NA;NA;NA;NA;NA;Additive;Strip;no;1M:2FB;Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;4468;3842;4520;1780;5622;kg/ha;Grain yield;Table 1;NA;NA;1.26;0.86;0.39;1.25
