Id_article;Id_obs;Authors;Title;DOI;Year_of_publication;Experiment_period;Experiment_year;Country;Continent;Study_site;Latitude;Longitude;Geocoordinates;Climate_zone;Soil_type_WRB_USDA;Soil_texture;Soil_pH;Greenhouse;Organic_ferti;Mineral_ferti;Nitrogen_rate;Fert;Herbicide;Insecticide;Fungicide;Pesticide;Irrigation;Intercropping_design;Intercropping_pattern;AF;Additional_factor;Crop_1_Common_Name;Crop_1_Scientific_Name;Crop_1_Variety;Crop_2_Common_Name;Crop_2_Scientific_Name;Crop_2_Variety;Comb_dur;Comb_gf;Comb_Nf;Comb_met;C1_yield_sole;C1_yield_intercrop;C2_yield_sole;C2_yield_intercropped;Yield_total_intercropping_calc;Yield_unit;Yield_measure;Data_location;LER_crop1;LER_crop2;LER_tot;LER_crop_1_calc;LER_crop_2_calc;LER_tot_calc
273;1968;Gao, JX and Xie, H;Daylily intercropping: Effects on soil nutrients, enzyme activities, and microbial community structure;10.3389/fpls.2023.1107690;2023;2020;2020;China;East Asia & Pacific;Modern Agricultural Plantation of the Ningxia Academy of Agriculture and Forestry, Yinchuan, Ningxia;38.48;106.22528;Exact;BWk;NA;Sandy loam (SL);7.905;no;NA;NA;NA;NA;NA;NA;NA;NA;yes;NA;Row;no;NA;Daylily;Hemerocallis citrina Baroni;NA;Cabbage;Brassica oleracea L.;acephala DC.;per-per;no-no;no-no;c3-c3;16521;17749;NA;NA;NA;kg/ha;yield;Table 1;NA;NA;NA;1.07;NA;NA
274;1969;Deemak, C and Lerslerwong, L and Nampila, S and Meetha, S and Ayutthaya, SIN;Evaluation of Intercropped Papaya with Banana on Growth, Fruit, and Nutrient Status;10.2503/hortj.QH-011;2023;2019-2020;2019-2020;Thailand;East Asia & Pacific;experimental plantation of the Fruit Tree Division, Faculty of Agriculture, Khon Kaen University;16.46458;102.80694;Exact;Aw;NA;NA;5.65;no;NA;yes;Unclear;yes;NA;NA;NA;NA;NA;NA;NA;yes;NA;Papaya;Carica papaya L.;NA;Banana;Musa sp.;NA;per-per;tree-no;no-no;c3-c3;11.87;18.75;NA;NA;NA;kg/plant;yield;Table 1;NA;NA;NA;1.58;NA;NA
275;1970;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2020-2021;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;NA;yes;NA;NA;NA;NA;yes;NA;NA;yes;T3 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;24.67;33;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.34;NA;NA
275;1971;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2020-2021;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;100;yes;NA;NA;NA;NA;yes;NA;NA;yes;T4 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;24.67;35.67;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.45;NA;NA
275;1972;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2020-2021;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;NA;yes;NA;NA;NA;NA;yes;NA;NA;yes;T5 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;24.67;35;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.42;NA;NA
275;1973;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2020-2021;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;100;yes;NA;NA;NA;NA;yes;NA;NA;yes;T6 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;24.67;40.67;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.65;NA;NA
275;1974;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2020-2021;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;NA;yes;NA;NA;NA;NA;yes;NA;NA;yes;T7 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;24.67;36.67;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.49;NA;NA
275;1975;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2020-2021;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;100;yes;NA;NA;NA;NA;yes;NA;NA;yes;T8 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;24.67;38;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.54;NA;NA
275;1976;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2021-2022;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;NA;yes;NA;NA;NA;NA;yes;NA;NA;yes;T3 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;27;32.67;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.21;NA;NA
275;1977;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2021-2022;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;100;yes;NA;NA;NA;NA;yes;NA;NA;yes;T4 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;27;37;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.37;NA;NA
275;1978;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2021-2022;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;NA;yes;NA;NA;NA;NA;yes;NA;NA;yes;T5 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;27;34.67;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.28;NA;NA
275;1979;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2021-2022;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;100;yes;NA;NA;NA;NA;yes;NA;NA;yes;T6 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;27;41.65;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.54;NA;NA
275;1980;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2021-2022;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;NA;yes;NA;NA;NA;NA;yes;NA;NA;yes;T7 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;27;36;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.33;NA;NA
275;1981;Hammad, SA and Bahnasy, MI and Alzamel, NM and Hussein, MFA and Mahmoud, AAA and Loutfy, N;Agro-Ecological Practice for Sustaining Higher Productivity of Fennel Plant Using Alley Cropping System and Endophytic Fungi;10.3390/su16125167;2024;2020-2022;2021-2022;Egypt;Middle East & North Africa;Agricultural Research Station of Al- Marashda, Qena Governorate;26.15;32.7;Exact;BWh;NA;Loamy sand (LS);8;no;NA;yes;100;yes;NA;NA;NA;NA;yes;NA;NA;yes;T8 (T1 monocrop);Fennel;Foeniculum vulgare Mill.;NA;Sesbania;Sesbania sesban (L.) Merr.;NA;per-per;no-tree;no-yes;c3-c3;27;36.67;NA;NA;NA;g/plant;Fruit yield;Table 4;NA;NA;NA;1.36;NA;NA
276;1982;Nkongho, RN and Ibeku, NE and Ndam, LM and Agbor, DT and Yinda, GS;A comparative analysis of the performance of common cropping systems used in the production of maize and selected grain legumes in Cameroon;10.1016/j.sciaf.2024.e02131;2024;2021;2021;Cameroon;Sub-Saharan Africa;teaching and research farm of the University of Buea’s Faculty of Agriculture and Veterinary Medicine;4.0500 and 4.2000;9.2000 and 9.3333;Exact;NA;Andosols (WRB);NA;NA;no;NA;yes;Unclear;yes;no;yes;yes;yes;yes;Additive;NA;no;MCPI;Maize;Zea mays L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c4-c3;5.6;4.6;1.61;1.79;6.39;t/ha;Grain yield;Figure 1, 2 and Table 2;NA;NA;1.88;0.82;1.11;1.93
276;1983;Nkongho, RN and Ibeku, NE and Ndam, LM and Agbor, DT and Yinda, GS;A comparative analysis of the performance of common cropping systems used in the production of maize and selected grain legumes in Cameroon;10.1016/j.sciaf.2024.e02131;2024;2021;2021;Cameroon;Sub-Saharan Africa;teaching and research farm of the University of Buea’s Faculty of Agriculture and Veterinary Medicine;4.0500 and 4.2000;9.2000 and 9.3333;Exact;NA;Andosols (WRB);NA;NA;no;NA;yes;Unclear;yes;no;yes;yes;yes;yes;Additive;NA;no;MCPM;Maize;Zea mays L.;NA;Cowpea;Vigna unguiculata L. Walp.;NA;an-an;no-no;no-yes;c4-c3;5.6;4.48;1.61;1.39;5.87;t/ha;yield;Figure 1, 2 and Table 2;NA;NA;1.67;0.8;0.86;1.66
276;1984;Nkongho, RN and Ibeku, NE and Ndam, LM and Agbor, DT and Yinda, GS;A comparative analysis of the performance of common cropping systems used in the production of maize and selected grain legumes in Cameroon;10.1016/j.sciaf.2024.e02131;2024;2021;2021;Cameroon;Sub-Saharan Africa;teaching and research farm of the University of Buea’s Faculty of Agriculture and Veterinary Medicine;4.0500 and 4.2000;9.2000 and 9.3333;Exact;NA;Andosols (WRB);NA;NA;no;NA;yes;Unclear;yes;no;yes;yes;yes;yes;Additive;NA;no;MCBI;Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5.6;4.88;1.7;1.7;6.58;t/ha;yield;Figure 1, 2 and Table 2;NA;NA;1.93;0.87;1;1.87
276;1985;Nkongho, RN and Ibeku, NE and Ndam, LM and Agbor, DT and Yinda, GS;A comparative analysis of the performance of common cropping systems used in the production of maize and selected grain legumes in Cameroon;10.1016/j.sciaf.2024.e02131;2024;2021;2021;Cameroon;Sub-Saharan Africa;teaching and research farm of the University of Buea’s Faculty of Agriculture and Veterinary Medicine;4.0500 and 4.2000;9.2000 and 9.3333;Exact;NA;Andosols (WRB);NA;NA;no;NA;yes;Unclear;yes;no;yes;yes;yes;yes;Additive;NA;no;MCBM;Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5.6;4.88;1.7;1.6;6.48;t/ha;yield;Figure 1, 2 and Table 2;NA;NA;1.76;0.87;0.94;1.81
276;1986;Nkongho, RN and Ibeku, NE and Ndam, LM and Agbor, DT and Yinda, GS;A comparative analysis of the performance of common cropping systems used in the production of maize and selected grain legumes in Cameroon;10.1016/j.sciaf.2024.e02131;2024;2021;2021;Cameroon;Sub-Saharan Africa;teaching and research farm of the University of Buea’s Faculty of Agriculture and Veterinary Medicine;4.0500 and 4.2000;9.2000 and 9.3333;Exact;NA;Andosols (WRB);NA;NA;no;NA;yes;Unclear;yes;no;yes;yes;yes;yes;Additive;NA;no;MDBI;Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5.6;4.81;2.2;1.7;6.51;t/ha;yield;Figure 1, 2 and Table 2;NA;NA;1.19;0.86;0.77;1.63
276;1987;Nkongho, RN and Ibeku, NE and Ndam, LM and Agbor, DT and Yinda, GS;A comparative analysis of the performance of common cropping systems used in the production of maize and selected grain legumes in Cameroon;10.1016/j.sciaf.2024.e02131;2024;2021;2021;Cameroon;Sub-Saharan Africa;teaching and research farm of the University of Buea’s Faculty of Agriculture and Veterinary Medicine;4.0500 and 4.2000;9.2000 and 9.3333;Exact;NA;Andosols (WRB);NA;NA;no;NA;yes;Unclear;yes;no;yes;yes;yes;yes;Additive;NA;no;MDBM;Maize;Zea mays L.;NA;Bean;Phaseolus vulgaris L.;NA;an-an;no-no;no-yes;c4-c3;5.6;3.89;2.2;1.09;4.98;t/ha;yield;Figure 1, 2 and Table 2;NA;NA;1.68;0.69;0.5;1.19
277;1988;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Boughriba rural commune in Berkane Province;35.01083;-2.40639;Exact;BSh;NA;Silty loam (SIL);7.335;no;yes;no;0;yes;no;no;no;no;yes;Additive;NA;yes;S1 O-Puno;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;1;1.1;4.54;3.98;5.08;t/ha;Grain yield;Table 2;NA;NA;NA;1.1;0.88;1.98
277;1989;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Boughriba rural commune in Berkane Province;35.01083;-2.40639;Exact;BSh;NA;Silty loam (SIL);7.335;no;yes;no;0;yes;no;no;no;no;yes;Additive;NA;yes;S1 O-Titicaca;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;1;0.9;4.54;4.69;5.59;t/ha;Grain yield;Table 2;NA;NA;NA;0.9;1.03;1.93
277;1990;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Boughriba rural commune in Berkane Province;35.01083;-2.40639;Exact;BSh;NA;Silty loam (SIL);7.335;no;yes;no;0;yes;no;no;no;no;yes;Additive;NA;yes;S1 O-ICBA-Q5;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;2.1;0.9;4.54;5.48;6.38;t/ha;Grain yield;Table 2;NA;NA;NA;0.43;1.21;1.64
277;1991;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Boughriba rural commune in Berkane Province;35.01083;-2.40639;Exact;BSh;NA;Silty loam (SIL);7.335;no;yes;no;0;yes;no;no;no;no;yes;Additive;NA;yes;S1 O-ICBA-Q4;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;1.4;0.8;4.54;4.8;5.6;t/ha;Grain yield;Table 2;NA;NA;NA;0.57;1.06;1.63
277;1992;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Ouled Daoud Zkhanine rural commune in Nador Province;34.96611;-2.50333;Exact;Csa;NA;Loam (L);7.42;no;yes;no;0;yes;no;no;no;no;yes;Additive;NA;yes;S2 O-Puno;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;1.7;1.2;6.35;6.95;8.15;t/ha;Grain yield;Table 2;NA;NA;NA;0.71;1.09;1.8
277;1993;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Ouled Daoud Zkhanine rural commune in Nador Province;34.96611;-2.50333;Exact;Csa;NA;Loam (L);7.42;no;yes;no;0;yes;no;no;no;no;yes;Additive;NA;yes;S2 O-Titicaca;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;3.5;1.1;6.35;4.75;5.85;t/ha;Grain yield;Table 2;NA;NA;NA;0.31;0.75;1.06
277;1994;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Ouled Daoud Zkhanine rural commune in Nador Province;34.96611;-2.50333;Exact;Csa;NA;Loam (L);7.42;no;yes;no;0;yes;no;no;no;no;yes;Additive;NA;yes;S2 O-ICBA-Q5;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;2.4;1;6.35;5.51;6.51;t/ha;Grain yield;Table 2;NA;NA;NA;0.42;0.87;1.28
277;1995;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Ouled Daoud Zkhanine rural commune in Nador Province;34.96611;-2.50333;Exact;Csa;NA;Loam (L);7.42;no;yes;no;0;yes;no;no;no;no;yes;Additive;NA;yes;S2 O-ICBA-Q4;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;1.7;1.1;6.35;7.81;8.91;t/ha;Grain yield;Table 2;NA;NA;NA;0.65;1.23;1.88
277;1996;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Boughriba rural commune in Berkane Province and Ouled Daoud Zkhanine rural commune in Nador Province;34.96611 and 35.01083;-2.40639 and -2.50333;Exact;NA;NA;NA;NA;no;yes;no;0;yes;no;no;no;no;yes;Additive;Strip;yes;O-Puno;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 3;0.99;1.08;2.07;NA;NA;NA
277;1997;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Boughriba rural commune in Berkane Province and Ouled Daoud Zkhanine rural commune in Nador Province;34.96611 and 35.01083;-2.40639 and -2.50333;Exact;NA;NA;NA;NA;no;yes;no;0;yes;no;no;no;no;yes;Additive;Strip;yes;O-Titicaca;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 3;0.6;0.93;1.54;NA;NA;NA
277;1998;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Boughriba rural commune in Berkane Province and Ouled Daoud Zkhanine rural commune in Nador Province;34.96611 and 35.01083;-2.40639 and -2.50333;Exact;NA;NA;NA;NA;no;yes;no;0;yes;no;no;no;no;yes;Additive;Strip;yes;O-ICBA-Q5;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 3;0.45;1.06;1.51;NA;NA;NA
277;1999;Abidi, I and Daoui, K and Abouabdillah, A and Belqadi, L and Mahyou, H and Bazile, D and Douaik, A and Gaboun, F and Sidikou, AAH and Alaoui, SB;Quinoa-Olive Agroforestry System Assessment in Semi-Arid Environments: Performance of an Innovative System;10.3390/agronomy14030495;2024;2021;2021;Morocco;Middle East & North Africa;Boughriba rural commune in Berkane Province and Ouled Daoud Zkhanine rural commune in Nador Province;34.96611 and 35.01083;-2.40639 and -2.50333;Exact;NA;NA;NA;NA;no;yes;no;0;yes;no;no;no;no;yes;Additive;Strip;yes;O-ICBA-Q4;Quinoa;Chenopodium quinoa Willd.;NA;Olive;Olea europaea L.;NA;an-per;no-tree;no-no;c3-c3;NA;NA;NA;NA;NA;NA;NA;Table 3;0.66;1.19;1.85;NA;NA;NA
278;2000;Wei, WW and Liu, TT and Zhang, S and Shen, L and Wang, XY and Li, LH and Zhu, Y and Zhang, W;Root spatial distribution and belowground competition in an apple/ ryegrass agroforestry system;10.1016/j.agsy.2024.103869;2024;2020-2021;2020;China;East Asia & Pacific;Tumushuk City, Xinjiang Uygur Autonomous Region;40.06667 and 39.60000;78.63333 and 79.83333;Exact;NA;NA;Silty loam (SIL);NA;no;NA;yes;Unclear;yes;NA;NA;NA;NA;yes;Additive;Strip;yes;NA;Apple;Malus pumila Mill.;NA;Ryegrass;Lolium perenne L.;NA;per-an;tree-no;no-no;c3-c3;3541.5;2701.25;18021.75;9093.02;11794.27;kg/ha;yield;Table 1;NA;NA;1.27;0.76;0.5;1.27
278;2001;Wei, WW and Liu, TT and Zhang, S and Shen, L and Wang, XY and Li, LH and Zhu, Y and Zhang, W;Root spatial distribution and belowground competition in an apple/ ryegrass agroforestry system;10.1016/j.agsy.2024.103869;2024;2020-2021;2021;China;East Asia & Pacific;Tumushuk City, Xinjiang Uygur Autonomous Region;40.06667 and 39.60000;78.63333 and 79.83333;Exact;NA;NA;Silty loam (SIL);NA;no;NA;yes;Unclear;yes;NA;NA;NA;NA;yes;Additive;Strip;yes;NA;Apple;Malus pumila Mill.;NA;Ryegrass;Lolium perenne L.;NA;per-an;tree-no;no-no;c3-c3;11480.8;8962.5;17106.58;8829.81;17792.31;kg/ha;yield;Table 1;NA;NA;1.3;0.78;0.52;1.3
279;2002;Rahman, MM and Rahman, MA and Ali, MA and Gaber, A and Skalicky, M and Hossain, A;The prospects of intercropping of brinjal (<i> Solanum</i> <i>melongena </i>L.) with other vegetables on sorjan system in vulnerable southern coastal saline and non-saline areas of Bangladesh;10.1016/j.jafr.2024.101192;2024;2021-2022;2021-2022;Bangladesh;South Asia;farmers’ field on an existing sorjan bed in Gava village under Banaripara Upazila of Barisal district;22.77051;90.18008;Exact;Aw;NA;Loam (L);NA;no;yes;yes;180;yes;no;repel;no;no;yes;Additive;Strip;no;Y1;Eggplant;Solanum melongena L.;NA;Amaranth;Amaranthus cruentus L.;NA;per-an;no-no;no-no;c3-c4;48.12;43.04;NA;10.12;53.16;t/ha;yield;Table 4-6;NA;NA;1.62;0.89;NA;NA
