pid,sid,eid,tid,author,year,title,journal,region,studymode,country,site,livestock_production_system,agroecological_zone,n,technology_type,control_trt,improved_forage,improved_legume,improved_grass,food_crop,cropping_system,forage_ctrl_dm1_hv1,forage_trt_dm1_hv1,forage_ctrl_dm1_hv2,forage_trt_dm1_hv2,forage_ctrl_dm1_hv3,forage_trt_dm1_hv3,forage_ctrl_dm1_hv4,forage_trt_dm1_hv4,forage_ctrl_dm1_hv5,forage_trt_dm1_hv5,forage_ctrl_dm1_hv6,forage_trt_dm1_hv6,forage_ctrl_dm1_hv7,forage_trt_dm1_hv7,forage_trt_dm2_hv1,forage_trt_dm2_hv2,forage_trt_dm2_hv3,forage_trt_dm2_hv4,forage_trt_dm2_hv5,forage_trt_dm2_hv6,uom_dm,forage_ctrl_cp_hv1,forage_trt_cp_hv1,forage_ctrl_cp_hv2,forage_trt_cp_hv2,uom_cp,forage_ctrl_n1,forage_trt_n1,forage_ctrl_n2,forage_trt_n2,uom_n_forage,forage_ctrl_me,forage_trt_me,uom_me,livestock_ctrl_milk1,livestock_trt_milk1,uom_milk,soil_ctrl_sl_5_10_s1,soil_trt_sl_5_10_s1,soil_ctrl_sl_10_20_s1,soil_trt_sl_10_20_s1,soil_ctrl_sl_20_30_s1,soil_trt_sl_20_30_s1,soil_ctrl_sl_30_s1,soil_trt_sl_30_s1,soil_ctrl_sl_5_10_s2,soil_trt_sl_5_10_s2,soil_ctrl_sl_10_20_s2,soil_trt_sl_10_20_s2,soil_ctrl_sl_20_30_s2,soil_trt_sl_20_30_s2,soil_ctrl_sl_30_s2,soil_trt_sl_30_s2,soil_ctrl_sl_10_20_s3,soil_trt_sl_10_20_s3,soil_ctrl_sl_10_20_s4,soil_trt_sl_10_20_s4,soil_ctrl_sl_10_20_s5,soil_trt_sl_10_20_s5,soil_ctrl_sl_10_20_s6,soil_trt_sl_10_20_s6,soil_ctrl_sl_10_20_s7,soil_trt_sl_10_20_s7,soil_ctrl_sl_10_20_s8,soil_trt_sl_10_20_s8,soil_ctrl_sl_10_20_s9,soil_trt_sl_10_20_s9,soil_ctrl_sl_10_20_s10,soil_trt_sl_10_20_s10,soil_ctrl_uom_sl,soil_ctrl_runoff_12_25,soil_trt_runoff_12_25,soil_ctrl_runoff_10_20_yr1,soil_trt_runoff_10_20_yr1,soil_ctrl_runoff_30_yr1,soil_trt_runoff_30_yr1,uom_runoff,soil_ctrl_soc,soil_trt_soc,uom_soc,econ_ctrl_rev_s1,econ_trt_rev_s1,econ_ctrl_rev_s2,econ_trt_rev_s2,econ_ctrl_rev_s3,econ_trt_rev_s3,econ_ctrl_rev_s4,econ_trt_rev_s4,uom_rev,econ_ctrl_benefit_s1,econ_trt_benefit_s1,econ_ctrl_benefit_s2,econ_trt_benefit_s2,econ_ctrl_benefit_s3,econ_trt_benefit_s3,econ_ctrl_benefit_s4,econ_trt_benefit_s4,econ_ctrl_bc_ratio1,econ_trt_bc_ratio1,econ_ctrl_bc_ratio2,econ_trt_bc_ratio2,uom_benefit,usd_exchange_rate,food_ctrl_cr1_s1,food_trt_cr1_s1,food_ctrl_cr1__s2,food_trt_cr1_s2,food_ctrl_cr1_s3,food_trt_cr1_s3,food_ctrl_cr1_s4,food_trt_cr1_s4,food_ctrl_cr1_s5,food_trt_cr1_s5,food_ctrl_cr1_s6,food_trt_cr1_s6,food_ctrl_cr1_s7,food_trt_cr1_s7,food_ctrl_cr1_s8,food_trt_cr1_s8,food_ctrl_cr1_s9,food_trt_cr1_s9,food_ctrl_cr1_s10,food_trt_cr1_s10,cr_1,uom_cr1,food_ctrl_cr2_yr1,food_trt_cr2_yr1,food_ctrl_cr2_yr2,food_trt_cr2_yr2,food_ctrl_cr2_yr3,food_trt_cr2_yr3,cr_2,uom_cr2,food_ctrol_stover_yr1,food_trt_stover_yr1,food_ctrl_stover_yr2,food_trt_stover_yr2,food_ctrl_stover_yr3,food_trt_stover_yr3,uom_stover
68,4,3,2,"Mtengeti, E., Urio, N., Mlay, G.",2001,Intensive fodder gardens for improving forage availability for smallholder dairy production in Hi District Tanzania,"In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",East Africa,On-farm trial,Tanzania,Nronga,Mixed Rainfed Temperate,Tropic - cool / subhumid,2,Improved integration into the cropping system,Setaria splendida,Herbaceous legume,Desmodium intortium,Setaria splendida,,Forage legume intercrop w grass,153.9,146.9,,,,,,,,,,,,,0.65,,,,,,t/ha/yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,1,2,"Mureithi, J., Thorpe, W.",2000,The effect of herbaceous legume intercropping and mulching on the productivity of Napier grass (Pennisetum purpureum) and total forage yield in coastal lowland Kenya,"In Ndikumana, J. and Leeuw P. (eds) (1996). Sustainable Feed Production and Utilisation for Smallholder Livestock Enterprises in Sub-Saharan Africa. Proceedings of the Second African Feed Resources Network (AFRNET) workshop held in Harare, Zimbabwe",East Africa,On-station trial,Kenya,Mtwapa,Mixed Rainfed Humid,Tropic - warm / subhumid,3,Improved integration into the cropping system,Pennisetum purpureum cv. Bana,Herbaceous legume,Clitoria ternatea,Pennisetum purpureum cv. Bana,,Forage legume intercrop w grass,26.2,30,,,,,,,,,,,,,,,,,,,t/ha/6harvests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,1,3,"Mureithi, J., Thorpe, W.",2000,The effect of herbaceous legume intercropping and mulching on the productivity of Napier grass (Pennisetum purpureum) and total forage yield in coastal lowland Kenya,"In Ndikumana, J. and Leeuw P. (eds) (1996). Sustainable Feed Production and Utilisation for Smallholder Livestock Enterprises in Sub-Saharan Africa. Proceedings of the Second African Feed Resources Network (AFRNET) workshop held in Harare, Zimbabwe",East Africa,On-station trial,Kenya,Mtwapa,Mixed Rainfed Humid,Tropic - warm / subhumid,3,Improved integration into the cropping system,Pennisetum purpureum cv. Bana,Herbaceous legume,Macroptilium atropurpureum,Pennisetum purpureum cv. Bana,,Forage legume intercrop w grass,26.2,29.5,,,,,,,,,,,,,,,,,,,t/ha/6harvests,,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,1,4,"Mureithi, J., Thorpe, W.",2000,The effect of herbaceous legume intercropping and mulching on the productivity of Napier grass (Pennisetum purpureum) and total forage yield in coastal lowland Kenya,"In Ndikumana, J. and Leeuw P. (eds) (1996). Sustainable Feed Production and Utilisation for Smallholder Livestock Enterprises in Sub-Saharan Africa. Proceedings of the Second African Feed Resources Network (AFRNET) workshop held in Harare, Zimbabwe",East Africa,On-station trial,Kenya,Mtwapa,Mixed Rainfed Humid,Tropic - warm / subhumid,3,Improved integration into the cropping system,Pennisetum purpureum cv. Bana,Herbaceous legume,Macrotyloma axillare,Pennisetum purpureum cv. Bana,,Forage legume intercrop w grass,26.2,28.5,,,,,,,,,,,,,,,,,,,t/ha/6harvests,,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1,1,5,"Mureithi, J., Thorpe, W.",2000,The effect of herbaceous legume intercropping and mulching on the productivity of Napier grass (Pennisetum purpureum) and total forage yield in coastal lowland Kenya,"In Ndikumana, J. and Leeuw P. (eds) (1996). Sustainable Feed Production and Utilisation for Smallholder Livestock Enterprises in Sub-Saharan Africa. Proceedings of the Second African Feed Resources Network (AFRNET) workshop held in Harare, Zimbabwe",East Africa,On-station trial,Kenya,Mtwapa,Mixed Rainfed Humid,Tropic - warm / subhumid,3,Improved integration into the cropping system,Pennisetum purpureum cv. Bana,Herbaceous legume,Stylosanthes guianensis,Pennisetum purpureum cv. Bana,,Forage legume intercrop w grass,26.2,26.9,,,,,,,,,,,,,,,,,,,t/ha/6harvests,,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,2,2,"Njarui, M.",2007,Enhancing livestock feed supply by integrating selected forage legumes in semi-arid region of Eastern Kenya,"PhD thesis Egerton University, Kenya",East Africa,On-station trial,Kenya,Katumani,Mixed Rainfed Humid,Tropic - cool / semiarid,3,Improved integration into the cropping system,Sole Pennisetum purpureum cv. Bana,Herbaceous legume,Stylosanthes scabra Vog cv. Seca,Pennisetum purpureum cv. Bana,,Forage legume intercrop w grass,1715,1410,4352,4264,2239,3052,628,807,1238,1560,1352,2161,254,271,,,,,,,kg/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,2,3,"Njarui, M.",2007,Enhancing livestock feed supply by integrating selected forage legumes in semi-arid region of Eastern Kenya,"PhD thesis Egerton University, Kenya",East Africa,On-station trial,Kenya,Katumani,Mixed Rainfed Humid,Tropic - cool / semiarid,3,Improved integration into the cropping system,Sole Pennisetum purpureum cv. Bana,Herbaceous legume,Macroptilium atropurpureum (DC.) Urb. cv. Siratro,Pennisetum purpureum cv. Bana,,Forage legume intercrop w grass,1715,1782,4352,4146,2239,2905,628,574,1238,1250,1352,2001,254,217,,,,,,,kg/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,4,2,"Njarui, M.",2007,Enhancing livestock feed supply by integrating selected forage legumes in semi-arid region of Eastern Kenya,"PhD thesis Egerton University, Kenya",East Africa,On-station trial,Kenya,Katumani,Mixed Rainfed Humid,Tropic - cool / semiarid,3,Improved integration into the cropping system,Sole giant Panicum K52-129,Herbaceous legume,Stylosanthes scabra Vog cv. Seca,Giant Panicum K52-129,,Forage legume intercrop w grass,782,1720,5616,5684,2828,3449,571,796,826,1162,1162,2209,147,215,,,,,,,kg/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1,4,3,"Njarui, M.",2007,Enhancing livestock feed supply by integrating selected forage legumes in semi-arid region of Eastern Kenya,"PhD thesis Egerton University, Kenya",East Africa,On-station trial,Kenya,Katumani,Mixed Rainfed Humid,Tropic - cool / semiarid,3,Improved integration into the cropping system,Sole giant Panicum K52-129,Herbaceous legume,Macroptilium atropurpureum (DC.) Urb. cv. Siratro,Giant Panicum K52-129,,Forage legume intercrop w grass,782,1386,5616,4511,2828,3532,571,621,826,1090,1162,2123,147,214,,,,,,,kg/ha/season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1,1,2,"Njwe, R., Donfack, N., Djoukam, J., Endeley, H.",1992,"Performance of associations of Brachiaria ruziziensis with Desmodium intortium, Desmodium Uncinatum and Stylosanthes guianensis at Dschang, Cameroon.","In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",Central Africa,On-station trial,Cameroon,Dschang,Urban,Tropic - cool / humid,5,Improved integration into the cropping system,Brachiaria ruziziensis,Herbaceous legume,Desmodium intortum,Brachiaria ruziziensis,,Forage legume intercrop w grass,1792,10234,,,,,,,,,,,,,,,,,,,kg/ha/yr,113,851,,,kg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1,1,3,"Njwe, R., Donfack, N., Djoukam, J., Endeley, H.",1992,"Performance of associations of Brachiaria ruziziensis with Desmodium intortium, Desmodium Uncinatum and Stylosanthes guianensis at Dschang, Cameroon.","In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",Central Africa,On-station trial,Cameroon,Dschang,Urban,Tropic - cool / humid,5,Improved integration into the cropping system,Brachiaria ruziziensis,Herbaceous legume,Desmodium uncinatum,Brachiaria ruziziensis,,Forage legume intercrop w grass,1792,11190,,,,,,,,,,,,,,,,,,,kg/ha/yr,113,1166,,,kg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1,1,4,"Njwe, R., Donfack, N., Djoukam, J., Endeley, H.",1992,"Performance of associations of Brachiaria ruziziensis with Desmodium intortium, Desmodium Uncinatum and Stylosanthes guianensis at Dschang, Cameroon.","In Stares, J.E. et al (eds): The complementarity of feed resoures for Animal production in Africa",Central Africa,On-station trial,Cameroon,Dschang,Urban,Tropic - cool / humid,5,Improved integration into the cropping system,Brachiaria ruziziensis,Herbaceous legume,Stylosantes guianensis,Brachiaria ruziziensis,,Forage legume intercrop w grass,1792,8738,,,,,,,,,,,,,,,,,,,kg/ha/yr,113,754,,,kg/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1,1,2,"Kabirizi, J.",2009,"Participatory testing of forage legume innovations with women farmers in Masaka District, Uganda: Impact on fodder availability, animal performance and household income",In. Urama K. et al (2009). Agricultural innovations for sustainable development.Vol. 2 issue 1. African Technology Policy Studies Network. Pp.79,East Africa,Feeding trial and on-farm trial,Uganda,Masaka,Mixed Rainfed Humid,Tropic - cool / subhumid,12,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Desmodium intortum,Pennisetum purpureum,,Forage legume intercrop w grass,10024.2,12211.4,,,,,,,,,,,,,,,,,,,kg/ha,7.4,8.4,,,%DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,1,3,"Kabirizi, J., Ziiwa, E., Mugerwa, S., Ndikumana, J., Nanyennya, W.",2010,Dry season forages for improving dairy production in smallholder systems in Uganda,Tropical Grasslands,East Africa,On-farm trial,Uganda,Masaka,Other,Tropic - cool / humid,24,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Clitoria ternatea,Brachiaria cv. Mulato,,Forage legume intercrop w grass,10.354,12.119,,,,,,,,,,,,,,,,,,,t/ha,7,12.1,,,%ofDM(yr),,,,,,,,,5.9,,l/day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,2,2,"Rahetlah, V., Randrianaivoarivony, J. Andrianarisoa, B. Razafimpamoa, L., Ramalanjaoa, v.",2012,Yield and quality of Brachiaria Sp. cv. Mulato-forage perennial peanut (Arachis pintoi) mixture in the Highlands of Madagascar,Livestock Research for Rural Development,Southern Africa,On-station trial,Madagascar,Vakinankaratra region,Mixed Rainfed Temperate,Tropic - cool / humid,3,Improved integration into the cropping system,Brachiaria hybrid cv. Mulato II sole,Herbaceous legume,Arachis pintoi,Brachiaria hybrid cv Mulato II,,Forage legume intercrop w grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1,1,2,"Kabirizi, J., Mpairwe, D., Mutetikka, D.",2006,Effect of intercropping legumes with elephant grass on fodder production in intensive smallholder dairy farms in Uganda,Uganda Journal of Agricultural Sciences,East Africa,On-farm trial,Uganda,"Kingo, Katwe/Butego, Bukulula, Kalungu",Mixed Rainfed Humid,Tropic - cool / humid,3,Improved integration into the cropping system,Pennisetum purpureum Kawanda 4,Herbaceous legume,"Desmodium intortum, Macroptilium atropurpureum, Centrosema pubescens",Pennisetum purpureum Kawanda 4,,Forage legume intercrop w grass,10024,12210.9,,,,,,,,,,,,,,,,,,,,809,1163.3,,,kg/ha/yr,,,,,,9.2,9.4,MJ/kgDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,1,2,"Kabirizi, J., Muyekho, F., Mulaa, M., Kawube, G., Msangi, R., Pallangyo, B., Zziwa, E., Mugerwa, S., Ajanga,S., Lukwago, G., Wamalwa N., Kariuki, I., Atuhairwe, A., Awalla, J., Namazzi, C., Nampijja, Z.",2015,Dry season forages for improving dairy production in smallholder systems in Uganda,"Napier grass feed resource: production, constraints and implications for smallholder farmers in Eastern and Central Africa. ISBN: 978-9970-9269-1-6 (Book)",East Africa,On-farm trial,Uganda,Masaka,Mixed Rainfed Humid,Tropic - cool / subhumid,24,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Centrosema molle,Brachiaria cv. Mulato,,Forage legume intercrop w grass,10354,15790,,,,,,,,,,,,,,,,,,,kg/ha,7,8.4,,,%DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,1,3,"Kabirizi, J., Muyekho, F., Mulaa, M., Kawube, G., Msangi, R., Pallangyo, B., Zziwa, E., Mugerwa, S., Ajanga,S., Lukwago, G., Wamalwa N., Kariuki, I., Atuhairwe, A., Awalla, J., Namazzi, C., Nampijja, Z.",2015,Dry season forages for improving dairy production in smallholder systems in Uganda,"Napier grass feed resource: production, constraints and implications for smallholder farmers in Eastern and Central Africa. ISBN: 978-9970-9269-1-6 (Book)",East Africa,On-farm trial,Uganda,Masaka,Mixed Rainfed Humid,Tropic - cool / subhumid,24,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Clitoria ternatea,Brachiaria cv. Mulato,,Forage legume intercrop w grass,10354,12119,,,,,,,,,,,,,,,,,,,kg/ha,7,12.1,,,%DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1,2,2,"Kabirizi, J., Muyekho, F., Mulaa, M., Kawube, G., Msangi, R., Pallangyo, B., Zziwa, E., Mugerwa, S., Ajanga,S., Lukwago, G., Wamalwa N., Kariuki, I., Atuhairwe, A., Awalla, J., Namazzi, C., Nampijja, Z.",2015,Dry season forages for improving dairy production in smallholder systems in Uganda,"Napier grass feed resource: production, constraints and implications for smallholder farmers in Eastern and Central Africa. ISBN: 978-9970-9269-1-6 (Book)",East Africa,On-farm trial,Uganda,Masaka,Mixed Rainfed Humid,Tropic - cool / subhumid,20,Improved integration into the cropping system,Pennisetum purpureum,Herbaceous legume,Centrosema molle and Clitoria ternatea,Brachiaria cv. Mulato,,Forage legume intercrop w grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,10.6,l/day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
