 "code" , "broader" , "label_en" , "label_ar" , "label_zh" , "label_es" , "label_fr" , "label_ru" , "alternative_label" , "definition" , "note" , "concept" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.13" , "012.1" , "Other industrial roundwood" ,   ,   ,   ,   ,   ,   , "Industrial roundwood (wood in the rough) other than sawlogs, veneer logs and/or pulpwood. 
It includes roundwood that will be used for poles, piling, posts, fencing, pitprops, tanning, distillation and match blocks, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.13" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.131" , "012.13" , "Other industrial roundwood, coniferous" ,   ,   ,   ,   ,   ,   , "Industrial roundwood (wood in the rough) other than sawlogs, veneer logs and/or pulpwood. 
It includes roundwood that will be used for poles, piling, posts, fencing, pitprops, tanning, distillation and match blocks, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.131" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1311" , "012.131" , "Other industrial roundwood, coniferous, used for poles" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1311" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1312" , "012.131" , "Other industrial roundwood, coniferous, used for piling" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1312" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1313" , "012.131" , "Other industrial roundwood, coniferous, used for pitprops" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1313" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1314" , "012.131" , "Other industrial roundwood, coniferous, used for posts" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1314" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1315" , "012.131" , "Other industrial roundwood, coniferous, for other uses in the rough (fencing, …)" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1315" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1319" , "012.131" , "Other industrial roundwood, coniferous, for other uses - tanning, distillation, match blocks, gazogenes" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1319" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.132" , "012.13" , "Other industrial roundwood, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "Industrial roundwood (wood in the rough) other than sawlogs, veneer logs and/or pulpwood. 
It includes roundwood that will be used for poles, piling, posts, fencing, pitprops, tanning, distillation and match blocks, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.132" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1321" , "012.132" , "Other industrial roundwood, tropical non-coniferous, used for poles" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1321" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1322" , "012.132" , "Other industrial roundwood, tropical non-coniferous, used for piling" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1322" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1323" , "012.132" , "Other industrial roundwood, tropical non-coniferous, used for pitprops" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1323" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1324" , "012.132" , "Other industrial roundwood, tropical non-coniferous, used for posts" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1324" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1325" , "012.132" , "Other industrial roundwood, tropical non-coniferous,  for other uses in the rough (fencing, …)" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1325" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1329" , "012.132" , "Other industrial roundwood, tropical non-coniferous, for other uses - tanning, distillation, match blocks, gazogenes" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1329" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.139" , "012.13" , "Other industrial roundwood n.e.c." ,   ,   ,   ,   ,   ,   , "Industrial roundwood (wood in the rough) other than sawlogs, veneer logs and/or pulpwood. 
It includes roundwood that will be used for poles, piling, posts, fencing, pitprops, tanning, distillation and match blocks, etc." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.139" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1391" , "012.139" , "Other industrial roundwood n.e.c., used for poles" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1391" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1392" , "012.139" , "Other industrial roundwood n.e.c., used for piling" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1392" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1393" , "012.139" , "Other industrial roundwood n.e.c., used for pitprops" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1393" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1394" , "012.139" , "Other industrial roundwood n.e.c., used for posts" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1394" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1395" , "012.139" , "Other industrial roundwood n.e.c., for other uses in the rough (fencing, …)" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1395" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.1399" , "012.139" , "Other industrial roundwood n.e.c., for other uses - tanning, distillation, match blocks, gazogenes" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.1399" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2" , "012." , "Wood in the rough other than from the main stem and branches" ,   ,   ,   ,   ,   ,   , "Includes tops, small branches, twigs, stumps, roots and bark removed in the forest that will be used in the production of other goods and services (except as a source of fuel)." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.21" , "012.2" , "Tops, small branches and twigs" ,   ,   ,   ,   ,   ,   , "Includes tops, small branches and twigs from felled trees. The lower limit of the top (the upper limit of the stem) will vary according to local logging practices" ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.21" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.211" , "012.21" , "Tops, small branches and twigs, coniferous" ,   ,   ,   ,   ,   ,   , "Includes tops, small branches and twigs from felled trees. The lower limit of the top (the upper limit of the stem) will vary according to local logging practices" ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.211" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2111" , "012.211" , "Tops, small branches and twigs, coniferous, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2111" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2112" , "012.211" , "Tops, small branches and twigs, coniferous, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2112" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2113" , "012.211" , "Tops, small branches and twigs, coniferous, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2113" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2119" , "012.211" , "Tops, small branches and twigs, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2119" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.212" , "012.21" , "Tops, small branches and twigs, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "Includes tops, small branches and twigs from felled trees. The lower limit of the top (the upper limit of the stem) will vary according to local logging practices" ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.212" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2121" , "012.212" , "Tops, small branches and twigs, tropical non-coniferous, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2121" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2122" , "012.212" , "Tops, small branches and twigs, tropical non-coniferous, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2122" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2123" , "012.212" , "Tops, small branches and twigs, tropical non-coniferous, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2123" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2129" , "012.212" , "Tops, small branches and twigs, tropical non-coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2129" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.219" , "012.21" , "Other tops, small branches and twigs" ,   ,   ,   ,   ,   ,   , "Includes tops, small branches and twigs from felled trees. The lower limit of the top (the upper limit of the stem) will vary according to local logging practices" ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.219" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2191" , "012.219" , "Other tops, small branches and twigs, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2191" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2192" , "012.219" , "Other tops, small branches and twigs, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2192" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2193" , "012.219" , "Other tops, small branches and twigs, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2193" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2199" , "012.219" , "Other tops, small branches and twigs, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2199" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.22" , "012.2" , "Stumps and roots" ,   ,   ,   ,   ,   ,   , "Includes all the biomass of the tree below the separation of the harvested stem. The height of this cut will vary according to local practices and conditions." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.22" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.221" , "012.22" , "Stumps and roots, coniferous" ,   ,   ,   ,   ,   ,   , "Includes all the biomass of the tree below the separation of the harvested stem. The height of this cut will vary according to local practices and conditions." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.221" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2211" , "012.221" , "Stumps and roots, coniferous, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2211" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2212" , "012.221" , "Stumps and roots, coniferous, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2212" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2213" , "012.221" , "Stumps and roots, coniferous, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2213" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2219" , "012.221" , "Stumps and roots, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2219" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.222" , "012.22" , "Stumps and roots, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "Includes all the biomass of the tree below the separation of the harvested stem. The height of this cut will vary according to local practices and conditions." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.222" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2221" , "012.222" , "Stumps and roots, tropical non-coniferous, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2221" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2222" , "012.222" , "Stumps and roots, tropical non-coniferous, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2222" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2223" , "012.222" , "Stumps and roots, tropical non-coniferous, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2223" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2229" , "012.222" , "Stumps and roots, tropical non-coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2229" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.229" , "012.22" , "Other stumps and roots" ,   ,   ,   ,   ,   ,   , "Includes all the biomass of the tree below the separation of the harvested stem. The height of this cut will vary according to local practices and conditions." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.229" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2291" , "012.229" , "Other stumps and roots, for pulp" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2291" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2292" , "012.229" , "Other stumps and roots, for particle board" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2292" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2293" , "012.229" , "Other stumps and roots, for fibreboard" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2293" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2299" , "012.229" , "Other stumps and roots, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2299" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.23" , "012.2" , "Bark separated in the forest from wood in the rough" ,   ,   ,   ,   ,   ,   , "Includes all bark removed from the sterns or other parts of the tree during harvesting operations, as well as bark removed at the lower landing. It can be used for horticulture purposes or for other uses." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.23" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.231" , "012.23" , "Bark separated in the forest from wood in the rough, coniferous" ,   ,   ,   ,   ,   ,   , "Includes all bark removed from the sterns or other parts of the tree during harvesting operations, as well as bark removed at the lower landing. It can be used for horticulture purposes or for other uses." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.231" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2311" , "012.231" , "Bark separated in the forest from wood in the rough, coniferous, for horticulture purposes" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2311" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2319" , "012.231" , "Bark separated in the forest from wood in the rough, coniferous, for other uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2319" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.232" , "012.23" , "Bark separated in the forest from wood in the rough, tropical non-coniferous" ,   ,   ,   ,   ,   ,   , "Includes all bark removed from the sterns or other parts of the tree during harvesting operations, as well as bark removed at the lower landing. It can be used for horticulture purposes or for other uses." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.232" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2321" , "012.232" , "Bark separated in the forest from wood in the rough, tropical non-coniferous, for horticulture purposes" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2321" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2329" , "012.232" , "Bark separated in the forest from wood in the rough, tropical non-coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2329" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.239" , "012.23" , "Other bark separated in the forest from wood in the rough" ,   ,   ,   ,   ,   ,   , "Includes all bark removed from the sterns or other parts of the tree during harvesting operations, as well as bark removed at the lower landing. It can be used for horticulture purposes or for other uses." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.239" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2391" , "012.239" , "Other bark separated in the forest from wood in the rough, for horticulture purposes" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2391" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "012.2399" , "012.239" , "Other bark separated in the forest from wood in the rough, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/012.2399" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "02" ,   , "WOOD SIMPLY WORKED OR PROCESSED" ,   ,   ,   ,   ,   ,   , "This section includes wood charcoal; roughly trimmed wood suitable for the manufacture of walking sticks, umbrellas, tool handles etc.; wood wool and wood flour." ,   , "https://stats.fao.org/classifications/FPCD/v2022/02" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "021." , "02" , "Wood charcoal" ,   ,   ,   ,   ,   ,   , "Wood carbonised by partial combustion or the application of heat from external sources. It can be in the form of blocks, sticks or in granules or powder, or agglomerated with tar or other substances in briquettes, tablets, balls, etc.
It includes: charcoal used as a fuel or for other uses, e.g. as a reduction agent in metallurgy or as an absorption or filtration medium." ,   , "https://stats.fao.org/classifications/FPCD/v2022/021." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "021.1" , "021." , "Wood charcoal, coniferous" ,   ,   ,   ,   ,   ,   , "Wood carbonised by partial combustion or the application of heat from external sources. It can be in the form of blocks, sticks or in granules or powder, or agglomerated with tar or other substances in briquettes, tablets, balls, etc.
It includes: charcoal used as a fuel or for other uses, e.g. as a reduction agent in metallurgy or as an absorption or filtration medium. "" ,   , "https://stats.fao.org/classifications/FPCD/v2022/021.1" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "021.11" , "021.1" , "Wood charcoal, coniferous, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/021.11" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "021.19" , "021.1" , "Wood charcoal, coniferous, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/021.19" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "021.9" , "021." , "Other wood charcoal" ,   ,   ,   ,   ,   ,   , "Wood carbonised by partial combustion or the application of heat from external sources. It can be in the form of blocks, sticks or in granules or powder, or agglomerated with tar or other substances in briquettes, tablets, balls, etc.
It includes: charcoal used as a fuel or for other uses, e.g. as a reduction agent in metallurgy or as an absorption or filtration medium. "" ,   , "https://stats.fao.org/classifications/FPCD/v2022/021.9" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "021.91" , "021.9" , "Other wood charcoal, for energy" ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/021.91" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "021.99" , "021.9" , "Other wood charcoal, for uses n.e.c." ,   ,   ,   ,   ,   ,   , "N.A." ,   , "https://stats.fao.org/classifications/FPCD/v2022/021.99" ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
 "022." , "02" , "Torrefied wood" ,   ,   ,   ,   ,   ,   , "It includes wood chips and wood pellets that were torrefied. In the torrefaction process, biomass is heated to a temperature of approx. 250-350°C in an atmosphere with low oxygen concentrations, so that all moisture is removed as well as a fraction of the volatile matter of the dry biomass. Due to the substantial weight loss and a relatively smaller loss of calorific content, the heating value of processed biomass per mass unit increases significantly in the process." ,   , "https://stats.fao.org/classifications/FPCD/v2022/022." ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
